File,Judges,Crime,Defense,ModeOfConviction,GroundOfAppeal
2017_05073.htm.txt," Dillon, J.P., Roman, Hinds-Radix and Barros, JJ",,Private,,
2017_04579.htm.txt,"  All concur except Lindley and Troutman, JJ",criminal possession weapon,Public Defender,plea of guilty,
2017_00655.htm.txt," Rivera, J.P., Dillon, Chambers and Hinds-Radix, JJ",,Private,,
2017_02035.htm.txt," Chambers, J.P., Hall, Maltese and Brathwaite Nelson, JJ",,Private,,
2017_06319.htm.txt," AUSTIN  LINDA CHRISTOPHER, JJ",,Private,,
2017_02708.htm.txt,,,Private,,misconduct
2017_03202.htm.txt," Balkin, J.P., Austin, LaSalle and Brathwaite Nelson, JJ",imposing sentence,Private,plea of guilty,ineffective assistance
2017_01462.htm.txt," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",ing defendant;assault;sentencing him to an aggregate term 15 years;attempted assault;after jury trial;assault (two counts);unanimously affirmed,Private,,ineffective assistance
2017_00168.htm.txt," Balkin, J.P., Leventhal, Roman and LaSalle, JJ",,Private,,
2017_04244.htm.txt," Mastro, J.P., Chambers, Roman and Connolly, JJ",,Private,,
2017_02670.htm.txt," Mastro, J.P., Chambers, Miller and Barros, JJ",imposing sentence,Private,jury verdict,
2017_00989.htm.txt," Mastro, J.P., Austin, Miller and Maltese, JJ",,Private,,
2017_05636.htm.txt,"  Garry, J.P., Egan Jr., Lynch and Mulvey, JJ",68 AD3d 1234;ed violating Vehicle;1237 [2009];lv denied 14 NY3d 706 [2010]; Burnell v Huneau;760-761 [2003]);Traffic Law § 1141.[FN2] The foregoing evidence demonstrates that plaintiff was negligent per se;1 AD3d 758;that North acted reasonably under circumstances presented (see Cancellaro v Shults,Private,,
2017_00010.htm.txt," Concur-Friedman, J.P., Sweeny, Richter, Manzanet-Daniels and Kapnick, JJ",,Private,,
2017_01472.htm.txt," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",22 NY3d 168;(see People v Peque;176 [2013]; cert denied sub nom,Private,,
2017_04254.htm.txt," Mastro, J.P., Chambers, Roman and Connolly, JJ",,Private,,
2017_00178.htm.txt," Balkin, J.P., Chambers, Roman, Duffy and Barros, JJ",imposing sentence,Private,plea of guilty,
2017_02718.htm.txt,"  Peters, P.J., McCarthy, Garry and Aarons, JJ",,Private,,insufficient
2017_03212.htm.txt," Rivera, J.P., Balkin, Barros and Brathwaite Nelson, JJ",,Private,,insufficient
2017_05626.htm.txt," Mastro, J.P., Hall, Cohen and Iannacci, JJ",imposing sentence,Private,plea of guilty,
2017_02660.htm.txt," Rivera, J.P., Roman, Duffy and Brathwaite Nelson, JJ",,Private,,
2017_00999.htm.txt," Dillon, J.P., Hall, Hinds-Radix and Brathwaite Nelson, JJ",ing him criminal possession weapon;under indictment No,Private,,
2017_04122.htm.txt," Mastro, J.P., Hall, Austin and Barros, JJ",,Private,,
2017_05428.htm.txt," Rivera, J.P., Austin, Roman, Hinds-Radix and Connolly, JJ",,Private,,
2017_01704.htm.txt," Hall, J.P., Miller, Connolly and Brathwaite Nelson, JJ",,Private,,
2017_03164.htm.txt," Hall, J.P., Sgroi, Maltese and Duffy, JJ",,Private,,
2017_03985.htm.txt," Balkin, J.P., Cohen, Hinds-Radix and Maltese, JJ",,Private,,
2017_00376.htm.txt,"  Peters, P.J., Garry, Lynch, Clark and Mulvey, JJ",,Private,,
2017_05550.htm.txt," Present-Carni, J.P., Curran, Troutman, Winslow and Scudder, JJ",manslaughter;attempted robbery;murder;criminal possession weapon,Public Defender,jury verdict,misconduct
2017_02516.htm.txt," Concur-Tom, J.P., Moskowitz, Feinman, Gische and Kapnick, JJ",,Private,,
2017_03174.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",,Private,,misconduct
2017_04132.htm.txt," Austin, J.P., Roman, Cohen and Barros, JJ",imposing sentence,Private,jury verdict,
2017_01714.htm.txt," Hall, J.P., Miller, Connolly and Brathwaite Nelson, JJ",imposing sentence,Private,jury verdict,
2017_05438.htm.txt,"  Under the totality of the circumstances, we find that the respondent's conduct warrants his suspension from the practice of law for a period of five years (see Matter of Katz, 61 AD3d 213 [2009]).{**152 AD3d at 148}  [*4]Eng, P.J., Mastro, Rivera, Dillon and Sgroi, JJ",,Private,,misconduct
2017_02506.htm.txt," Concur-Friedman, J.P., Renwick, Richter, Moskowitz and Kapnick, JJ",,Private,,
2017_03995.htm.txt,"  Garry, J.P., Egan Jr., Lynch, Clark and Aarons, JJ",,Private,,
2017_00366.htm.txt,"  McCarthy, J.P., Egan Jr., Lynch and Clark, JJ",,Private,,
2017_05540.htm.txt,"  All concur except Smith and Scudder, JJ",,Private,,
2017_04777.htm.txt," Concur-Acosta, P.J., Renwick, Richter, Feinman and Webber, JJ",,Private,,
2017_01151.htm.txt," Concur-Friedman, J.P., Renwick, Saxe and Gische, JJ",,Private,,
2017_03731.htm.txt," Dillon, J.P., Roman, Cohen and Miller, JJ",,Private,,insufficient
2017_00523.htm.txt,"  Peters, P.J., McCarthy, Devine, Clark and Mulvey, JJ",,Private,,
2017_05305.htm.txt,"  Peters, P.J., McCarthy, Garry, Lynch and Rose, JJ",,Private,,
2017_01029.htm.txt,"  Garry, J.P., Egan Jr., Devine and Aarons, JJ",burglary (two counts);grand larceny;crimes burglary (seven counts),Private,plea of guilty,
2017_03649.htm.txt," Present-Centra, J.P., Peradotto, Lindley, Curran and Scudder, JJ",attempted criminal possession weapon,Public Defender,plea of guilty,
2017_02343.htm.txt," Present-Whalen, P.J., Peradotto, Lindley, DeJoseph and NeMoyer, JJ",,Private,,
2017_03721.htm.txt," Chambers, J.P., Austin, Roman and Barros, JJ",,Private,,misconduct
2017_04767.htm.txt," Present-Peradotto, J.P., Carni, Lindley, Curran and Scudder, JJ",,Private,,
2017_03659.htm.txt," Present-Peradotto, J.P., Lindley, Troutman and Scudder, JJ",,Private,,
2017_02353.htm.txt," Present-Whalen, P.J., Smith, Carni, DeJoseph and Curran, JJ",,Private,,
2017_00533.htm.txt," Concur-Mazzarelli, J.P., Saxe, Moskowitz, Kahn and Gesmer, JJ",,Private,,
2017_01039.htm.txt," and Mulvey, JJ",,Private,,misconduct
2017_05315.htm.txt," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",,Private,,
2017_04802.htm.txt," Concur-Friedman, J.P., Mazzarelli, Moskowitz, Gische and Gesmer, JJ",ing defendant criminal sale controlled substance;sentencing him;to term 5 years;as felony offender;unanimously affirmed,Legal Aid Society,,
2017_05491.htm.txt,"  Garry, J.P., Rose, Devine, Mulvey and Pritzker, JJ",,Private,,
2017_03844.htm.txt," Concur-Feinman, Gische and Gesmer, JJ",,Private,,
2017_05481.htm.txt,"  Peters, P.J., Mulvey, Aarons and Pritzker, JJ",,Private,,
2017_03854.htm.txt," Concur-Sweeny, J.P., Richter, Andrias, Feinman and Kahn, JJ",unanimously reversed;on law;ing defendant;burglary;assault;to an aggregate term 10 years;sentencing him;matter remanded for new trial;after jury trial;degrees;as felony offender,Private,,
2017_04812.htm.txt," Balkin, J.P., Hall, Sgroi and Barros, JJ",,Private,,insufficient
2017_01871.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",,Private,,
2017_02282.htm.txt," Present-Whalen, P.J., Smith, Carni, Lindley and NeMoyer, JJ","shall be deemed established by clear;lv denied 19 NY3d 809 [2012]);convincing evidence;Supreme Court properly assessed 30 points under risk factor 5 (see People v Benitez;1562 [2012];1141 [2016];lv denied 28 NY3d 908 [2016]; see generally People v Law;140 AD3d 1140;shall not be relitigated"" for purposes SORA determination (Correction Law § 168-n [3]);94 AD3d 1561",Public Defender,plea of guilty,
2017_03788.htm.txt," Eng, P.J., Hall, Roman and Hinds-Radix, JJ",,Private,,
2017_01909.htm.txt," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",,Private,,
2017_01090.htm.txt," Present-Smith, J.P., Carni, Lindley, DeJoseph and NeMoyer, JJ",perjury (two counts),Public Defender,jury verdict,ineffective assistance
2017_01861.htm.txt," Eng, P.J., Leventhal, Cohen and Duffy, JJ",,Private,,insufficient
2017_02292.htm.txt," Present-Centra, J.P., Peradotto, DeJoseph, Curran and Scudder, JJ",lv denied 14 NY3d 714 [2010]; People v Lewis;endangering welfare child;lv denied 11 NY3d 702 [2008]);convincing evidence (see People v Scott;50 AD3d 1567;1568-1569 [2008];we reject defendant's contention that People failed to prove risk factor 4 by clear;71 AD3d 1417;1417-1418 [2010],Public Defender,,misconduct
2017_03798.htm.txt," Rivera, J.P., Roman, Miller and Duffy, JJ",,Private,,
2017_01080.htm.txt," Present-Centra, J.P., Peradotto, Curran, Troutman and Scudder, JJ",murder,Private,plea of guilty,
2017_01919.htm.txt,"  Peters, P.J., Garry, Lynch, Devine and Mulvey, JJ",,Private,,
2017_00784.htm.txt," Present-Whalen, P.J., Smith, Peradotto, DeJoseph and Curran, JJ",,Private,,
2017_02905.htm.txt," Concur-Renwick, J.P., Manzanet-Daniels, Kapnick and Webber, JJ",,Private,,
2017_03596.htm.txt," Concur-Acosta, J.P., Renwick, Manzanet-Daniels, Kapnick and Webber, JJ",sentencing her to term months;unanimously affirmed;criminal possession controlled substance seventh,Private,plea of guilty,
2017_05943.htm.txt," COHEN, JJ",,Private,,insufficient
2017_00794.htm.txt," Present-Centra, J.P., Lindley, NeMoyer, Curran and Troutman, JJ",criminal possession stolen property;attempted aggravated assault upon police officer peace officer;criminal possession weapon;attempted aggravated murder,Private,jury verdict,
2017_03586.htm.txt,"  McCarthy, J.P., Lynch, Devine and Clark, JJ",accordingly;existing mechanic's lien principal sum $57;600 plus interest;entered judgment favor plaintiff;Supreme Court found that plaintiff had valid,Private,nonjury trial,
2017_05953.htm.txt," BALKIN, JJ",,Private,,misconduct
2017_02915.htm.txt,"  In arguing otherwise, the People rely on a bulletin issued in 2001 by the Office of Juvenile Justice and Delinquency Prevention (OJJ",murder (Va Code Ann § 18.2-32);using firearm commission felony (id,Private,plea of guilty,
2017_00848.htm.txt," Present-Whalen, P.J., Smith, Peradotto, NeMoyer and Scudder, JJ",criminal possession weapon,Legal Aid Society,plea of guilty,
2017_00930.htm.txt," Concur-Tom, J.P., Renwick, Saxe, Feinman and Gesmer, JJ",,Private,,
2017_00858.htm.txt," Present-Carni, J.P., Lindley, DeJoseph, Curran and Troutman, JJ",,Private,,
2017_00920.htm.txt," Concur-Tom, J.P., Renwick, Saxe, Feinman and Gesmer, JJ",,Private,,
2017_04395.htm.txt," Concur-Renwick, J.P., Richter, Feinman, Gische and Kahn, JJ",,Private,,
2017_05184.htm.txt," Concur-Friedman, J.P., Webber, Gesmer and Kern, JJ",,Legal Aid Society,,
2017_06396.htm.txt," MALTESE, JJ",,Private,,
2017_05965.htm.txt," LASALLE  VALERIE BRATHWAITE NELSON, JJ",imposing sentence;to robbery,Private,plea of guilty,
2017_02923.htm.txt," Concur-Sweeny, J.P., Richter, Andrias, Webber and Gesmer, JJ",,Private,,
2017_05194.htm.txt,"  Mazzarelli, Moskowitz, Manzanet-Daniels and Kapnick, JJ",,Private,,
2017_02933.htm.txt," Concur-Sweeny, J.P., Richter, Andrias, Webber and Gesmer, JJ",on law;otherwise affirmed;ing defendant;unanimously modified;to extent vacating sentence;sentencing him to an aggregate term seven years;remanding matter for youthful offender determination;upon his pleas guilty;criminal possession weapon,Legal Aid Society,,
2017_06386.htm.txt," DUFFY, JJ",which denied;imposing sentence;his motion to vacate judgment pursuant to CPL 440.10;2015;after hearing;from an order same court dated January 20;by permission;(2),Private,jury verdict,misconduct
2017_05975.htm.txt," CONNOLLY, JJ",imposing sentence,Private,plea of guilty,
2017_02797.htm.txt," Rivera, J.P., Chambers, Duffy and Barros, JJ",,Private,,
2017_00916.htm.txt," Concur-Saxe, J.P., Moskowitz, Gische, Kahn and Gesmer, JJ",,Private,,
2017_01585.htm.txt," Hall, J.P., Sgroi, Barros and Connolly, JJ",,Private,,
2017_02787.htm.txt," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",,Private,,
2017_01595.htm.txt,"  McCarthy, J.P., Lynch, Clark and Mulvey, JJ",attempted robbery (two counts);ing defendant crimes robbery (two counts),Private,,
2017_00906.htm.txt," Present-Carni, J.P., Lindley, DeJoseph and NeMoyer, JJ",,Private,,
2017_03862.htm.txt," Concur-Friedman, J.P., Moskowitz, Manzanet-Daniels, Kapnick and Webber, JJ",promoting prostitution;sentencing her to an aggregate term 1 to 3 years;unanimously affirmed;endangering welfare child,Private,nonjury trial,
2017_00291.htm.txt," Chambers, J.P., Roman, Miller and Barros, JJ",,Private,,
2017_04824.htm.txt," Dillon, J.P., Sgroi, Hinds-Radix and Maltese, JJ",ion,Private,,
2017_03083.htm.txt,"  Peters, P.J., Rose and Aarons, JJ",,Private,,misconduct
2017_04834.htm.txt," Rivera, J.P., Leventhal, Austin and Cohen, JJ",,Private,,
2017_03872.htm.txt," Concur-Friedman, J.P., Moskowitz, Manzanet-Daniels, Kapnick and Webber, JJ",,Private,,
2017_00281.htm.txt,"  Acosta, J.P., Mazzarelli, Moskowitz and Gesmer, JJ",,Private,,
2017_02599.htm.txt," Concur-Friedman, J.P., Sweeny, Moskowitz, Gische and Kapnick, JJ",,Private,,
2017_03093.htm.txt,"  McCarthy, J.P., Garry, Rose and Aarons, JJ","ion;from that proof as premise;conclusion ultimate fact may be extracted reasonably—probatively;persuade fair;detached fact finder that;logically"" (Matter Yoga Vida NYC;Inc",Private,,
2017_06188.htm.txt," LASALLE, JJ",imposing sentence,Private,jury verdict,ineffective assistance
2017_01857.htm.txt," Mastro, J.P., Chambers, Miller and Barros, JJ",,Private,,
2017_04690.htm.txt," Present-Centra, J.P., Peradotto, Carni, NeMoyer and Curran, JJ",,Private,,
2017_01847.htm.txt," Cohen, Hinds-Radix and Connolly, JJ",,Private,,
2017_06198.htm.txt," MALTESE, JJ",imposing sentence,Private,jury verdict,
2017_04680.htm.txt," Present-Whalen, P.J., Smith, DeJoseph, Troutman and Scudder, JJ",criminal sale controlled substance (six counts);criminal sale marihuana,Conflict Defender,plea of guilty,ineffective assistance
2017_03142.htm.txt," Concur-Tom, J.P., Mazzarelli, Andrias, Manzanet-Daniels and Webber, JJ",,Private,,
2017_02448.htm.txt," Dillon, J.P., Chambers, Austin and Duffy, JJ",,Private,,ineffective assistance
2017_04104.htm.txt," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",,Private,,
2017_00228.htm.txt,"  Peters, P.J., Garry, Devine and Aarons, JJ",finding that respondent John C;Supreme Court determined that petitioner had established grounds for dissolution both corporations under Business Corporation Law § 1104-a (a) (1),Private,nonjury trial,
2017_01722.htm.txt," Dillon, J.P., Roman, Hinds-Radix and Barros, JJ",,Private,,
2017_02530.htm.txt," Present-Whalen, P.J., Smith, Peradotto, DeJoseph and Curran, JJ",valid waiver right to appeal;we held that;43 AD3d 635;140.25 [2]);to extent that defendant's contention his pro se supplemental brief that he was denied effective assistance counsel survived his guilty plea;636 [2007];his contention lacked merit (People v Conway;attempted burglary (Penal Law §§ 110.00;lv denied 9 NY3d 990 [2007]),Private,plea of guilty,ineffective assistance
2017_00350.htm.txt,"  McCarthy, J.P., Egan Jr., Lynch and Aarons, JJ",crime criminal possession controlled substance,Private,,ineffective assistance
2017_05576.htm.txt," Concur-Friedman, J.P., Renwick, Andrias, Moskowitz and Gesmer, JJ",,Private,,
2017_00238.htm.txt," Concur-Tom, J.P., Friedman, Saxe, Feinman and Kahn, JJ",otherwise affirmed;with 11/2 years' postrelease supervision;sentencing him to term years;ing defendant;unanimously modified;assault;to reduce sentence to term years;after jury trial;as matter discretion interest justice,Private,,
2017_04114.htm.txt," Leventhal, J.P., Roman, Sgroi and LaSalle, JJ",ed sexual abuse;was sentenced to term imprisonment seven years,Private,,
2017_01732.htm.txt,"  Garry, J.P., Devine, Clark and Mulvey, JJ",ing defendant crimes grand larceny (two counts);scheme to defraud;issuing bad check (two counts),Private,,
2017_03152.htm.txt," Leventhal, J.P., Cohen, Hinds-Radix and Connolly, JJ",,Private,,insufficient
2017_02458.htm.txt," Dillon, J.P., Roman, Hinds-Radix and Duffy, JJ",,Private,,
2017_00340.htm.txt," Rivera, J.P., Chambers, Roman and Brathwaite Nelson, JJ",,Private,,
2017_05566.htm.txt," Concur-Friedman, J.P., Renwick, Andrias, Moskowitz and Gesmer, JJ",,Legal Aid Society,,
2017_02520.htm.txt," Concur-Tom, J.P, Moskowitz, Feinman, Gische and Kapnick, JJ",,Private,,
2017_03717.htm.txt," Dillon, J.P., Balkin, Austin and Connolly, JJ",,Private,,
2017_04751.htm.txt,"  Smith, J.P., Carni, DeJoseph, NeMoyer and Troutman, JJ",,Private,,misconduct
2017_01177.htm.txt," Leventhal, J.P., Sgroi, LaSalle and Barros, JJ",,Private,,insufficient
2017_01996.htm.txt," Concur-Acosta, J.P., Renwick, Manzanet-Daniels, Webber and Gesmer, JJ",,Private,,
2017_02365.htm.txt," Concur-Tom, J.P., Acosta, Kapnick, Kahn and Gesmer, JJ",,Private,,
2017_06049.htm.txt,"      Decided on August 8, 2017   Friedman, J.P., Mazzarelli, Moskowitz, Gische, Gesmer, JJ",,Private,,
2017_04629.htm.txt," Present-Carni, J.P., Lindley, DeJoseph, Curran and Troutman, JJ",gang assault,Private,jury verdict,insufficient
2017_00505.htm.txt," Eng, P.J., Balkin, Sgroi and Barros, JJ",,Private,,
2017_05323.htm.txt," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",,Private,,
2017_04741.htm.txt," Present-Smith, J.P., Centra, Peradotto, Lindley and NeMoyer, JJ",,Private,,
2017_01167.htm.txt," Concur-Tom, J.P., Sweeny, Renwick, Moskowitz and Kapnick, JJ",,Private,,misconduct
2017_03707.htm.txt," Concur-Acosta, J.P., Renwick, Mazzarelli, Gische and Gesmer, JJ",,Private,,
2017_00515.htm.txt,"  Egan Jr., J.P., Lynch, Rose and Aarons, JJ",,Private,,
2017_04639.htm.txt," Present-Smith, J.P., Peradotto, DeJoseph, NeMoyer and Curran, JJ",,Private,,
2017_05333.htm.txt," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",,Private,,
2017_06059.htm.txt," CONNOLLY, JJ",,Private,,
2017_01986.htm.txt," Concur-Richter, J.P., Manzanet-Daniels, Gische, Webber and Kahn, JJ",,Private,,
2017_02375.htm.txt," Concur-Friedman, J.P., Sweeny, Renwick, Andrias and Manzanet-Daniels, JJ",to term seven years;ing defendant criminal possession controlled substance;sentencing him;as felony drug offender previously convicted violent felony;unanimously affirmed,Private,,
2017_01211.htm.txt," Rivera, J.P., Cohen, Miller and Brathwaite Nelson, JJ",,Private,,
2017_04437.htm.txt," Chambers, J.P., Miller, Hinds-Radix and LaSalle, JJ",,Private,,
2017_06257.htm.txt," ROMAN  VALERIE BRATHWAITE NELSON, JJ",,Private,,
2017_03471.htm.txt," Balkin, J.P., Cohen, Miller and Brathwaite Nelson, JJ",,Private,,
2017_01369.htm.txt," Hall, J.P., Miller, Connolly and Brathwaite Nelson, JJ",,Private,,
2017_05045.htm.txt," Concur-Friedman, J.P., Renwick, Manzanet-Daniels, Kapnick and Gesmer, JJ",,Private,,
2017_00663.htm.txt," Eng, P.J., Austin, Roman, Maltese and Duffy, JJ",on ground that sentence is excessive,Private,plea of guilty,
2017_02003.htm.txt," Concur-Acosta, J.P., Renwick, Manzanet-Daniels, Webber and Gesmer, JJ",,Private,,
2017_03509.htm.txt,"  Eng, P.J., Mastro, Dillon, Balkin and Chambers, JJ",,Private,,misconduct
2017_06247.htm.txt," COHEN  VALERIE BRATHWAITE NELSON, JJ",,Private,,
2017_03461.htm.txt," ."" (CPL 100.40 [1] [b].) Concur-Acosta, J.P., Mazzarelli, Manzanet-Daniels and Webber, JJ",criminal contempt;unanimously affirmed;sentencing him to time served,Legal Aid Society,plea of guilty,
2017_01201.htm.txt," Rivera, J.P., Austin, Cohen and Brathwaite Nelson, JJ",,Private,,
2017_04427.htm.txt," Chambers, J.P., Roman, Miller and Connolly, JJ",,Private,,
2017_02013.htm.txt," Chambers, J.P., Hall, Miller and Connolly, JJ",,Private,,
2017_03519.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",,Private,,misconduct
2017_05055.htm.txt," Concur-Richter, J.P., Feinman, Webber and Kahn, JJ",,Private,,insufficient
2017_01379.htm.txt," Chambers, J.P., Hall, Miller and Connolly, JJ",imposing sentence,Private,plea of guilty,
2017_00673.htm.txt," Rivera, J.P., Roman, Duffy and Brathwaite Nelson, JJ",imposing sentence,Private,jury verdict,
2017_01444.htm.txt," Concur-Friedman, J.P., Richter, Kapnick and Kahn, JJ",,Private,,
2017_05768.htm.txt,"  Peters, P.J., Mulvey, Aarons and Pritzker, JJ",1233 [2010]);115 AD3d 1002;1006 [2014]; People v Coville;73 AD3d 1232;987 [1985]; People v Dale;is repugnant inasmuch as he lodged no objection to it prior to jury being discharged (see People v Alfaro;66 NY2d 985,Private,jury verdict,
2017_04262.htm.txt," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",,Private,,
2017_03224.htm.txt," and Mulvey, JJ",crime burglary (two counts),Private,plea of guilty,
2017_05610.htm.txt," Balkin, J.P., Chambers, Barros and Brathwaite Nelson, JJ",,Private,,
2017_00036.htm.txt," Concur-Saxe, J.P., Moskowitz, Gische, Kahn and Gesmer, JJ",,Private,,
2017_02656.htm.txt," Rivera, J.P., Chambers, Duffy and Barros, JJ",,Private,,
2017_03234.htm.txt,"  Peters, P.J., Garry, Egan Jr., Mulvey and Aarons, JJ",,Private,,
2017_05778.htm.txt,"  Egan Jr., J.P., Lynch, Clark and Aarons, JJ",,Private,,
2017_01454.htm.txt," Concur-Friedman, J.P., Richter, Kapnick and Kahn, JJ",,Private,,
2017_04272.htm.txt," Eng, P.J., Mastro, Rivera, Dillon and Leventhal JJ",effective November 14;felony;2008;his name was stricken from roll attorneys;counselors-at-law (see Matter DeFilippo;67 AD3d 178 [2009]),Private,,
2017_02646.htm.txt,"  Eng, P.J., Rivera, Dillon, Balkin and Cohen, JJ",serious crime;violation rule 8.4 (b) Rules Professional Conduct (22 NYCRR 1200.0),Private,,
2017_05600.htm.txt," Leventhal, J.P., LaSalle, Brathwaite Nelson and Christopher, JJ",,Private,,
2017_00026.htm.txt," Concur-Saxe, J.P., Moskowitz, Gische, Kahn and Gesmer, JJ",,Private,,
2017_03246.htm.txt,"  Peters, P.J., Egan Jr., Devine, Mulvey and Aarons, JJ",,Private,,
2017_01426.htm.txt," For these reasons, the Board's award of counsel fees is incapable of intelligent appellate review, and we remit this matter to the Board for reconsideration thereof.[FN*]  McCarthy, J.P., Lynch, Clark and Mulvey, JJ",,Private,,
2017_04200.htm.txt," Concur-Acosta, P.J., Mazzarelli, Manzanet-Daniels and Webber, JJ",unanimously reversed;on law;sentencing her to years probation;motion granted to extent remanding for hearing on defendant's claim ineffective assistance counsel;decision de novo on motion;attempted conspiracy,Private,plea of guilty,ineffective assistance
2017_02634.htm.txt," Leventhal, J.P., Sgroi, Hinds-Radix and LaSalle, JJ",dismissed defendants' counterclaims;is favor plaintiff;against defendant Frank Mancuso total sum $15;000,Private,nonjury trial,
2017_05672.htm.txt,"  Peters, P.J., Garry, Clark, Mulvey and Aarons, JJ",,Private,,
2017_00054.htm.txt," and Lynch, JJ",,Private,,
2017_04378.htm.txt," Concur-Sweeny, J.P., Mazzarelli, Moskowitz, Manzanet-Daniels and Kapnick, JJ",,Private,,
2017_01436.htm.txt," Concur-Mazzarelli, J.P., Andrias, Saxe, Feinman and Gische, JJ",,Private,,
2017_04210.htm.txt," Concur-Tom, J.P., Sweeny, Richter, Kapnick and Webber, JJ",,Private,,
2017_03256.htm.txt,"  Egan Jr., J.P., Lynch, Rose, Clark and Mulvey, JJ",,Private,,
2017_05662.htm.txt,"  Peters, P.J., Garry, Clark, Mulvey and Aarons, JJ",,Private,,
2017_04368.htm.txt," Concur-Sweeny, J.P., Mazzarelli, Moskowitz, Manzanet-Daniels and Kapnick, JJ",,Private,,
2017_00044.htm.txt,"  Egan Jr., J.P., Lynch, Clark and Aarons, JJ",ing defendant crime attempted robbery,Private,,
2017_02624.htm.txt," Dillon, J.P., Leventhal, Cohen and Miller, JJ",,Private,,
2017_06235.htm.txt,"      Decided on August 22, 2017   Friedman, J.P., Moskowitz, Gische, Kahn, JJ",,Private,,
2017_02119.htm.txt," Mindful that AGC advances no substantive objection to Bennett's application, and having determined that he is eligible to resign for nondisciplinary reasons, we grant the application and accept his resignation  McCarthy, J.P., Lynch, Devine, Clark and Aarons, JJ",,Private,,
2017_03413.htm.txt," Present-Carni, J.P., Lindley, DeJoseph, Curran and Troutman, JJ",,Private,,
2017_01273.htm.txt," Concur-Friedman, J.P., Mazzarelli, Andrias, Feinman and Gesmer, JJ",,Legal Aid Society,,
2017_02880.htm.txt," Concur-Friedman, J.P., Richter, Mazzarelli, Feinman and Gische, JJ",,Private,,
2017_00779.htm.txt," Present-Whalen, P.J., Smith, Peradotto, DeJoseph and Curran, JJ",criminal possession controlled substance seventh;criminal possession controlled substance,Private,jury verdict,ineffective assistance
2017_04455.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",imposing sentence,Private,plea of guilty,
2017_02061.htm.txt," Dillon, J.P., Roman, Hinds-Radix and Duffy, JJ",imposing sentence,Private,nonjury trial,
2017_05027.htm.txt," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",,Legal Aid Society,,
2017_00601.htm.txt," Concur-Mazzarelli, J.P., Manzanet-Daniels, Feinman, Webber and Gesmer, JJ",,Private,,
2017_01263.htm.txt," Concur-Friedman, J.P., Moskowitz and Gische, JJ",,Private,,insufficient
2017_02890.htm.txt," Concur-Friedman, J.P., Richter, Mazzarelli, Feinman and Gische, JJ",,Private,,
2017_04445.htm.txt," Rivera, J.P., Chambers, Maltese and Barros, JJ",,Private,,
2017_00769.htm.txt," Present-Smith, J.P., DeJoseph, NeMoyer, Troutman and Scudder, JJ",,Private,,
2017_02109.htm.txt,"  Peters, P.J., Garry, Egan Jr., Mulvey and Aarons, JJ",,Private,,misconduct
2017_03403.htm.txt," Present-Whalen, P.J., Smith, Centra, Peradotto and Scudder, JJ",scheme to defraud (two counts);count each grand larceny;grand larceny,Private,plea of guilty,
2017_05037.htm.txt," Concur-Richter, J.P., Andrias, Moskowitz, Feinman and Kapnick, JJ",,Private,,
2017_00611.htm.txt," Concur-Friedman, J.P., Renwick, Saxe and Gische, JJ",,Private,,
2017_02071.htm.txt," Mastro, J.P., Balkin, Cohen and Brathwaite Nelson, JJ",imposing sentence,Private,jury verdict,insufficient
2017_04733.htm.txt," Present-Smith, J.P., Centra, Peradotto, Lindley and NeMoyer, JJ",criminal contempt (two counts),Public Defender,plea of guilty,
2017_05239.htm.txt," Eng, P.J., Leventhal, Austin and Cohen, JJ",imposing sentence,Private,plea of guilty,
2017_01115.htm.txt," Present-Smith, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",attempted robbery;criminal possession weapon;murder (two counts),Private,jury verdict,
2017_03775.htm.txt," Chambers, J.P., Sgroi, Duffy and Barros, JJ",imposing sentence,Private,jury verdict,insufficient
2017_06153.htm.txt," PRISCILLA HALL  BETSY BARROS  VALERIE BRATHWAITE NELSON, JJ",,Private,,
2017_00567.htm.txt," Concur-Friedman, J.P., Richter, Saxe, Moskowitz and Kapnick, JJ",,Private,,insufficient
2017_05341.htm.txt," Present-Centra, J.P., Peradotto, Carni, NeMoyer and Curran, JJ",,Public Defender,,
2017_02307.htm.txt," Present-Centra, J.P., Carni, Lindley, Curran and Troutman, JJ",risk pursuant to Sex Offender Registration Act,Public Defender,,
